age,annual_income,monthly_visits,device,region,customer_segment
41.0,58696.92,6.0,mobile,East,Regular
58.0,34509.73,7.0,mobile,North,Regular
53.0,19145.02,7.0,tablet,North,Budget
43.0,40243.79,7.0,mobile,South,Regular
62.0,52937.13,10.0,desktop,East,Regular
45.0,62184.3,4.0,mobile,South,Regular
18.0,75804.98,7.0,desktop,South,Premium
41.0,42680.67,7.0,mobile,West,Regular
30.0,38039.8,8.0,mobile,South,Regular
53.0,69666.1,8.0,mobile,East,Regular
23.0,77812.66,7.0,mobile,North,Premium
69.0,,5.0,mobile,North,Budget
49.0,60967.01,5.0,desktop,East,Regular
59.0,81788.47,2.0,mobile,North,Regular
41.0,60630.68,7.0,desktop,North,Regular
21.0,53099.08,6.0,mobile,East,Regular
40.0,12503.28,2.0,mobile,East,Budget
43.0,80788.06,4.0,desktop,South,Premium
39.0,67115.0,7.0,mobile,South,Regular
30.0,,4.0,tablet,West,Regular
28.0,44871.18,8.0,mobile,West,Regular
23.0,29199.17,4.0,desktop,East,Regular
43.0,52199.1,9.0,desktop,West,Regular
28.0,52056.28,3.0,mobile,North,Regular
50.0,76209.12,6.0,mobile,South,Regular
30.0,,4.0,desktop,West,Regular
40.0,83106.52,9.0,desktop,East,Premium
67.0,54900.73,6.0,mobile,East,Regular
45.0,78001.6,9.0,desktop,South,Premium
56.0,34746.13,2.0,mobile,West,Budget
53.0,61149.97,6.0,desktop,East,Premium
62.0,78672.02,5.0,mobile,East,Regular
20.0,56498.36,2.0,mobile,East,Regular
54.0,24719.9,5.0,mobile,East,Budget
30.0,47578.74,2.0,desktop,West,Regular
34.0,64933.2,4.0,mobile,South,Regular
65.0,26145.34,3.0,mobile,East,Budget
38.0,25237.29,5.0,mobile,East,Budget
44.0,58914.94,9.0,mobile,West,Regular
40.0,35143.32,11.0,desktop,South,Regular
23.0,67848.8,7.0,desktop,South,Premium
33.0,30630.41,5.0,mobile,East,Budget
25.0,17393.27,8.0,mobile,North,Budget
39.0,38637.41,10.0,desktop,North,Regular
18.0,84118.58,5.0,mobile,West,Premium
58.0,36896.75,4.0,desktop,South,Regular
45.0,54091.88,4.0,mobile,West,Regular
21.0,59146.96,3.0,desktop,South,Regular
69.0,35171.01,6.0,mobile,West,Budget
32.0,76083.0,6.0,desktop,North,Premium
36.0,57760.83,5.0,mobile,North,Regular
42.0,63139.08,10.0,mobile,North,Regular
45.0,20505.6,3.0,desktop,North,Budget
53.0,19148.54,5.0,desktop,North,Budget
45.0,12000.0,8.0,mobile,West,Budget
51.0,50420.44,9.0,mobile,North,Regular
34.0,49629.68,4.0,mobile,West,Regular
55.0,68718.33,6.0,mobile,South,Regular
62.0,83992.73,4.0,desktop,North,Regular
23.0,49154.06,2.0,desktop,North,Regular
24.0,48853.11,10.0,mobile,North,Regular
27.0,63262.97,10.0,mobile,South,Regular
35.0,84870.06,3.0,desktop,South,Premium
34.0,37746.87,6.0,tablet,North,Regular
58.0,66782.57,5.0,mobile,West,Regular
32.0,49300.73,12.0,desktop,West,Premium
64.0,47548.03,5.0,desktop,East,Regular
57.0,70575.16,5.0,desktop,East,Regular
66.0,38421.19,8.0,tablet,North,Regular
69.0,32856.14,4.0,tablet,West,Budget
21.0,67583.4,5.0,mobile,North,Regular
53.0,53755.94,5.0,mobile,West,Regular
63.0,48985.42,5.0,desktop,South,Regular
19.0,51593.8,2.0,mobile,East,Regular
26.0,64213.71,5.0,mobile,North,Regular
33.0,46858.62,2.0,mobile,South,Budget
28.0,69597.61,5.0,mobile,West,Regular
59.0,62564.36,5.0,mobile,East,Regular
24.0,83944.13,11.0,desktop,East,Premium
66.0,79619.34,7.0,mobile,East,Budget
36.0,71441.0,6.0,desktop,West,Premium
48.0,50222.37,6.0,desktop,West,Regular
39.0,56651.97,7.0,mobile,East,Regular
36.0,42416.8,5.0,mobile,North,Regular
62.0,111363.63,10.0,desktop,West,Premium
36.0,49854.13,5.0,mobile,West,Regular
68.0,65421.29,6.0,tablet,East,Regular
50.0,81501.34,6.0,desktop,East,Premium
36.0,27025.14,6.0,mobile,East,Budget
62.0,37776.04,1.0,desktop,East,Budget
32.0,46406.9,4.0,mobile,West,Regular
35.0,34407.98,12.0,mobile,South,Regular
64.0,,12.0,desktop,North,Regular
27.0,43979.42,5.0,tablet,North,Regular
63.0,80190.36,7.0,tablet,North,Regular
18.0,68822.42,6.0,mobile,East,Budget
18.0,55032.76,7.0,mobile,South,Regular
25.0,54906.0,5.0,desktop,South,Regular
49.0,21104.5,4.0,desktop,West,Budget
62.0,68282.97,4.0,desktop,North,Regular
61.0,62875.98,7.0,mobile,North,Regular
50.0,32698.54,2.0,mobile,West,Budget
51.0,58495.96,6.0,mobile,West,Regular
69.0,50504.38,9.0,mobile,North,Regular
67.0,43992.49,5.0,desktop,East,Regular
21.0,34578.59,3.0,tablet,North,Budget
47.0,40847.19,12.0,mobile,North,Regular
37.0,35504.95,5.0,desktop,West,Regular
24.0,63600.61,6.0,mobile,West,Regular
59.0,61680.22,7.0,mobile,North,Regular
46.0,60824.72,5.0,desktop,South,Regular
52.0,50728.23,10.0,desktop,North,Budget
44.0,46222.1,4.0,mobile,West,Regular
21.0,95241.09,11.0,mobile,East,Premium
63.0,17133.62,4.0,desktop,West,Budget
38.0,78322.85,5.0,mobile,South,Regular
29.0,61463.77,4.0,tablet,South,Regular
51.0,55773.9,6.0,mobile,East,Regular
33.0,44211.04,6.0,mobile,West,Budget
53.0,50016.71,7.0,mobile,North,Regular
44.0,30671.25,7.0,mobile,West,Regular
41.0,26643.53,10.0,mobile,East,Regular
23.0,52165.12,3.0,mobile,South,Regular
27.0,21275.23,4.0,mobile,South,Budget
62.0,71192.69,7.0,desktop,North,Premium
68.0,76705.44,3.0,desktop,West,Regular
46.0,12000.0,13.0,desktop,East,Regular
42.0,,5.0,mobile,South,Budget
27.0,59854.36,4.0,desktop,East,Regular
55.0,58654.03,3.0,desktop,East,Regular
51.0,56646.55,9.0,tablet,East,Regular
45.0,62859.52,4.0,mobile,West,Regular
31.0,69356.62,12.0,mobile,West,Premium
22.0,71748.99,9.0,mobile,East,Premium
68.0,90233.27,10.0,desktop,West,Premium
30.0,54974.08,8.0,desktop,North,Premium
51.0,71716.82,7.0,mobile,South,Regular
21.0,21988.11,8.0,mobile,East,Regular
53.0,51822.4,6.0,mobile,East,Regular
27.0,30063.74,10.0,tablet,West,Regular
54.0,82326.34,5.0,desktop,West,Premium
28.0,101165.57,7.0,mobile,North,Premium
43.0,65300.63,7.0,desktop,North,Premium
39.0,28462.03,8.0,desktop,North,Regular
44.0,52223.16,8.0,mobile,West,Regular
34.0,55067.63,5.0,desktop,West,Regular
35.0,58455.03,6.0,desktop,North,Regular
36.0,76272.18,3.0,desktop,North,Regular
51.0,73574.77,4.0,desktop,South,Regular
60.0,12000.0,9.0,mobile,North,Budget
37.0,81831.15,4.0,tablet,West,Regular
19.0,44574.11,9.0,desktop,North,Regular
28.0,43324.78,8.0,mobile,West,Budget
23.0,82843.57,6.0,mobile,North,Premium
50.0,49173.49,7.0,mobile,South,Regular
60.0,27103.85,3.0,tablet,North,Budget
29.0,28004.49,4.0,desktop,West,Regular
45.0,55672.42,8.0,mobile,South,Regular
42.0,72669.4,6.0,desktop,South,Premium
40.0,84542.65,6.0,mobile,East,Premium
64.0,51109.38,9.0,desktop,South,Regular
31.0,45158.49,5.0,desktop,South,Regular
50.0,86989.27,7.0,mobile,West,Premium
46.0,45378.67,6.0,mobile,South,Regular
63.0,83692.51,10.0,mobile,South,Premium
29.0,59223.52,3.0,mobile,North,Regular
66.0,59280.48,5.0,desktop,North,Regular
62.0,49830.72,5.0,tablet,North,Regular
41.0,60473.47,5.0,mobile,South,Regular
60.0,45250.67,5.0,mobile,West,Regular
51.0,40958.89,1.0,mobile,East,Budget
34.0,51836.06,8.0,mobile,South,Regular
62.0,41537.16,7.0,desktop,North,Premium
19.0,60625.22,8.0,mobile,South,Regular
25.0,56248.76,2.0,mobile,West,Regular
64.0,49299.53,10.0,desktop,South,Regular
59.0,50550.66,6.0,tablet,West,Regular
33.0,49973.4,6.0,desktop,East,Regular
69.0,89321.22,5.0,tablet,East,Regular
52.0,54359.57,5.0,desktop,South,Regular
30.0,42665.72,3.0,desktop,East,Regular
62.0,48627.6,5.0,tablet,East,Premium
69.0,67788.6,7.0,desktop,East,Regular
59.0,50530.84,5.0,mobile,South,Regular
50.0,51525.96,6.0,mobile,West,Regular
62.0,,8.0,mobile,East,Regular
59.0,57830.33,5.0,desktop,North,Regular
43.0,62347.42,9.0,desktop,West,Premium
57.0,63406.3,4.0,mobile,West,Premium
61.0,21828.39,6.0,tablet,North,Budget
19.0,33193.78,8.0,mobile,East,Regular
41.0,12000.0,4.0,mobile,North,Premium
66.0,70550.09,6.0,tablet,North,Regular
31.0,76682.56,5.0,mobile,East,Regular
49.0,80519.83,4.0,desktop,South,Premium
43.0,57394.92,7.0,mobile,West,Regular
48.0,77490.81,14.0,desktop,North,Premium
35.0,53779.68,8.0,mobile,West,Regular
51.0,52105.19,7.0,mobile,East,Regular
57.0,,10.0,mobile,South,Regular
56.0,38880.34,1.0,mobile,West,Budget
61.0,42689.1,8.0,mobile,East,Regular
31.0,72875.67,2.0,mobile,North,Regular
25.0,87673.15,5.0,desktop,North,Premium
46.0,45148.8,7.0,mobile,East,Regular
26.0,61964.35,8.0,desktop,West,Premium
50.0,60032.54,6.0,mobile,North,Regular
37.0,,12.0,desktop,North,Premium
55.0,20113.89,6.0,desktop,North,Premium
42.0,39464.66,7.0,mobile,South,Regular
47.0,25792.69,4.0,mobile,West,Budget
67.0,48197.05,7.0,desktop,West,Regular
50.0,51674.58,7.0,mobile,South,Regular
66.0,50886.18,7.0,desktop,North,Regular
30.0,51137.58,5.0,desktop,West,Regular
68.0,64152.37,6.0,mobile,South,Regular
29.0,35879.51,6.0,desktop,North,Regular
55.0,72231.08,3.0,desktop,South,Regular
20.0,21091.15,5.0,mobile,North,Budget
53.0,55727.91,6.0,mobile,East,Regular
63.0,62242.23,6.0,tablet,East,Regular
32.0,38663.29,6.0,mobile,West,Regular
26.0,22623.16,3.0,mobile,West,Budget
37.0,67218.42,4.0,mobile,West,Regular
21.0,41014.21,10.0,tablet,West,Regular
18.0,70073.58,4.0,mobile,East,Regular
40.0,69804.24,6.0,mobile,North,Regular
61.0,54342.01,10.0,mobile,West,Regular
38.0,54426.57,2.0,mobile,East,Regular
32.0,74167.88,6.0,desktop,South,Premium
29.0,61969.55,6.0,mobile,West,Regular
22.0,35827.11,6.0,mobile,North,Regular
38.0,57802.76,10.0,mobile,North,Premium
34.0,65505.82,6.0,mobile,South,Regular
41.0,58495.96,3.0,mobile,East,Regular
34.0,58232.37,5.0,tablet,North,Regular
48.0,51513.28,9.0,desktop,South,Regular
55.0,52090.27,9.0,desktop,West,Regular
18.0,35804.37,6.0,desktop,South,Regular
18.0,25925.68,7.0,mobile,West,Regular
32.0,76892.01,4.0,mobile,West,Regular
29.0,41763.81,3.0,tablet,West,Budget
22.0,58881.27,5.0,mobile,East,Regular
64.0,24542.46,4.0,desktop,West,Budget
22.0,57606.8,9.0,mobile,North,Regular
62.0,37966.11,1.0,mobile,West,Budget
21.0,113565.62,7.0,mobile,West,Premium
50.0,34165.71,6.0,mobile,North,Budget
37.0,35223.64,11.0,mobile,North,Regular
47.0,73221.93,6.0,mobile,West,Regular
45.0,77090.79,4.0,mobile,South,Regular
29.0,12509.96,4.0,desktop,North,Budget
23.0,59517.09,9.0,mobile,East,Premium
63.0,71929.46,3.0,mobile,North,Regular
55.0,30088.97,4.0,desktop,North,Budget
57.0,68044.94,6.0,mobile,West,Regular
50.0,43948.18,6.0,mobile,West,Regular
44.0,34578.54,8.0,mobile,East,Regular
62.0,47458.88,3.0,mobile,North,Budget
26.0,45252.34,9.0,desktop,East,Regular
49.0,26789.26,6.0,mobile,South,Budget
29.0,98929.08,5.0,mobile,South,Premium
51.0,45378.13,3.0,mobile,East,Budget
37.0,39584.98,3.0,mobile,West,Budget
40.0,71410.69,4.0,mobile,North,Regular
35.0,52986.35,8.0,mobile,South,Regular
49.0,80940.19,4.0,mobile,South,Regular
21.0,49115.34,5.0,mobile,West,Regular
58.0,61410.09,10.0,mobile,South,Regular
39.0,56276.24,5.0,mobile,East,Regular
69.0,57735.16,3.0,mobile,East,Budget
41.0,50285.24,4.0,mobile,North,Regular
24.0,52349.76,7.0,mobile,South,Regular
32.0,87723.28,12.0,desktop,South,Premium
41.0,40904.69,4.0,desktop,North,Regular
37.0,43569.16,6.0,mobile,South,Regular
31.0,47595.08,5.0,mobile,North,Regular
35.0,65750.58,4.0,desktop,South,Regular
56.0,62387.11,6.0,mobile,East,Regular
37.0,72990.12,7.0,mobile,South,Regular
26.0,27813.67,8.0,mobile,North,Budget
50.0,59569.07,6.0,mobile,East,Regular
56.0,50921.93,4.0,mobile,North,Regular
43.0,48736.0,12.0,mobile,South,Regular
55.0,57672.57,8.0,desktop,East,Regular
28.0,15346.15,4.0,desktop,West,Budget
25.0,59839.66,9.0,tablet,East,Regular
59.0,57287.91,8.0,desktop,North,Regular
59.0,26080.3,7.0,desktop,East,Regular
44.0,52533.86,5.0,desktop,North,Regular
43.0,85156.67,3.0,mobile,North,Regular
41.0,46725.13,5.0,mobile,East,Regular
29.0,66182.22,3.0,mobile,North,Regular
55.0,49949.62,8.0,desktop,South,Regular
37.0,38328.14,7.0,desktop,South,Regular
57.0,36167.83,7.0,mobile,South,Regular
40.0,46543.72,4.0,desktop,North,Regular
62.0,80200.44,9.0,mobile,South,Premium
62.0,,5.0,tablet,East,Regular
60.0,40428.55,7.0,mobile,North,Regular
31.0,74215.88,4.0,tablet,West,Regular
52.0,51891.65,8.0,mobile,South,Regular
57.0,40730.37,9.0,mobile,South,Regular
55.0,62955.41,8.0,mobile,North,Regular
63.0,36359.99,6.0,desktop,North,Regular
26.0,23324.22,7.0,desktop,West,Regular
52.0,80066.05,3.0,mobile,North,Regular
54.0,18240.71,5.0,mobile,East,Budget
36.0,65160.59,3.0,mobile,West,Regular
31.0,24240.29,6.0,mobile,North,Budget
47.0,53855.07,3.0,mobile,East,Regular
31.0,50518.06,6.0,mobile,West,Regular
48.0,45737.71,6.0,desktop,South,Regular
24.0,12000.0,7.0,mobile,South,Budget
38.0,52286.24,7.0,desktop,West,Regular
38.0,53711.97,6.0,desktop,West,Regular
56.0,36684.23,6.0,desktop,East,Regular
19.0,53106.28,4.0,mobile,West,Regular
36.0,74092.18,8.0,desktop,West,Premium
52.0,40248.12,3.0,mobile,North,Budget
43.0,59541.53,3.0,mobile,West,Regular
56.0,31720.51,8.0,tablet,West,Regular
63.0,62017.52,8.0,desktop,North,Regular
58.0,67107.64,7.0,mobile,West,Regular
35.0,103492.33,6.0,mobile,West,Premium
24.0,72365.4,8.0,tablet,East,Premium
22.0,63031.24,6.0,mobile,West,Regular
51.0,82314.17,4.0,desktop,South,Premium
24.0,34844.59,7.0,mobile,North,Regular
61.0,75657.67,9.0,mobile,East,Premium
48.0,43730.75,6.0,desktop,East,Regular
19.0,42268.15,4.0,mobile,West,Regular
59.0,76127.6,2.0,desktop,West,Premium
28.0,59125.23,4.0,desktop,North,Regular
69.0,80676.62,9.0,desktop,West,Premium
31.0,25924.71,5.0,tablet,East,Budget
46.0,59898.25,5.0,desktop,South,Regular
42.0,44157.88,5.0,mobile,North,Regular
36.0,49203.05,4.0,mobile,South,Regular
26.0,16931.46,9.0,mobile,West,Regular
21.0,73027.61,4.0,desktop,West,Premium
46.0,58697.71,12.0,desktop,North,Premium
69.0,35128.27,7.0,mobile,South,Budget
35.0,28030.31,7.0,mobile,East,Regular
33.0,37439.31,8.0,desktop,North,Regular
52.0,82118.61,5.0,desktop,East,Premium
69.0,52616.0,9.0,mobile,North,Regular
45.0,48026.21,7.0,mobile,East,Regular
68.0,64321.55,8.0,tablet,North,Regular
53.0,54851.69,10.0,mobile,East,Regular
59.0,59195.36,7.0,desktop,North,Regular
30.0,69274.71,5.0,desktop,East,Premium
46.0,61168.76,6.0,mobile,West,Regular
54.0,71945.15,8.0,desktop,North,Premium
36.0,31204.77,6.0,mobile,East,Budget
56.0,55919.31,11.0,mobile,North,Regular
38.0,47717.81,3.0,mobile,North,Regular
55.0,56802.38,3.0,mobile,South,Regular
41.0,53930.27,4.0,tablet,West,Regular
21.0,42238.51,8.0,mobile,East,Regular
23.0,47880.78,6.0,desktop,East,Regular
67.0,73364.28,2.0,desktop,East,Regular
51.0,43909.04,7.0,desktop,North,Premium
47.0,30327.85,9.0,mobile,South,Regular
58.0,66457.43,6.0,desktop,North,Regular
32.0,73887.11,2.0,mobile,East,Regular
37.0,49508.9,3.0,mobile,South,Regular
40.0,57324.92,6.0,mobile,South,Regular
52.0,38384.71,5.0,mobile,North,Budget
44.0,50862.06,2.0,tablet,West,Budget
32.0,76569.31,3.0,desktop,North,Regular
44.0,70593.65,4.0,mobile,North,Regular
37.0,57778.52,5.0,tablet,North,Regular
30.0,49487.89,7.0,mobile,South,Regular
27.0,22938.46,4.0,mobile,North,Budget
31.0,61081.41,7.0,mobile,East,Regular
46.0,63890.36,6.0,desktop,South,Regular
36.0,75587.46,3.0,mobile,South,Regular
39.0,94425.37,5.0,mobile,North,Premium
58.0,62315.04,8.0,tablet,South,Regular
54.0,73694.57,11.0,mobile,West,Premium
40.0,33073.11,6.0,mobile,East,Budget
47.0,78566.02,7.0,mobile,West,Regular
20.0,71964.2,3.0,mobile,North,Regular
39.0,81669.64,5.0,mobile,North,Regular
41.0,68200.0,6.0,desktop,South,Premium
33.0,63850.38,5.0,desktop,West,Regular
28.0,83938.74,4.0,mobile,North,Regular
56.0,42011.4,5.0,desktop,East,Regular
18.0,67620.9,5.0,desktop,East,Premium
68.0,76219.19,5.0,desktop,West,Regular
68.0,39680.9,6.0,desktop,South,Regular
50.0,32520.68,1.0,mobile,North,Budget
33.0,63540.37,7.0,mobile,East,Regular
33.0,57501.59,4.0,mobile,North,Regular
45.0,66980.44,1.0,desktop,East,Regular
52.0,67689.7,5.0,desktop,West,Regular
36.0,40143.83,4.0,mobile,East,Budget
40.0,61726.1,4.0,mobile,North,Regular
20.0,77157.46,8.0,mobile,North,Premium
64.0,48222.18,5.0,desktop,East,Regular
64.0,49605.32,8.0,desktop,South,Regular
31.0,33173.27,5.0,tablet,West,Budget
66.0,71122.99,5.0,mobile,North,Regular
62.0,93270.95,3.0,mobile,South,Regular
27.0,28493.66,3.0,desktop,East,Regular
25.0,70076.89,6.0,mobile,West,Regular
39.0,72831.01,10.0,desktop,South,Premium
53.0,44307.74,10.0,desktop,East,Regular
37.0,47975.49,5.0,mobile,North,Regular
56.0,34861.15,5.0,desktop,South,Regular
26.0,39978.63,6.0,mobile,South,Regular
66.0,58493.51,5.0,mobile,East,Regular
52.0,67989.1,10.0,mobile,East,Premium
31.0,57556.12,7.0,mobile,North,Regular
58.0,71961.54,8.0,mobile,East,Regular
39.0,59285.88,6.0,desktop,North,Regular
57.0,32511.73,8.0,desktop,East,Regular
54.0,83609.52,6.0,mobile,North,Regular
53.0,78412.54,9.0,desktop,South,Premium
24.0,41480.51,3.0,mobile,North,Budget
18.0,89889.43,6.0,desktop,North,Premium
54.0,64495.9,5.0,tablet,East,Regular
29.0,57935.32,1.0,mobile,South,Regular
21.0,92749.04,6.0,mobile,South,Premium
44.0,12000.0,3.0,mobile,North,Budget
66.0,24082.84,8.0,desktop,East,Regular
54.0,69247.86,4.0,mobile,East,Regular
33.0,50612.44,2.0,desktop,East,Regular
38.0,36958.8,8.0,mobile,North,Regular
54.0,84818.98,2.0,desktop,North,Regular
41.0,64932.25,4.0,desktop,South,Regular
47.0,30559.14,9.0,mobile,South,Regular
61.0,42577.33,7.0,desktop,South,Regular
20.0,71942.51,3.0,mobile,North,Regular
19.0,90281.81,5.0,mobile,South,Premium
64.0,16423.71,6.0,desktop,West,Budget
31.0,60363.87,6.0,mobile,East,Regular
60.0,48058.32,10.0,tablet,South,Regular
33.0,21442.79,4.0,mobile,East,Budget
62.0,52274.12,7.0,mobile,South,Regular
69.0,24266.45,10.0,tablet,East,Regular
65.0,45061.08,14.0,desktop,North,Premium
29.0,87094.14,12.0,desktop,East,Premium
44.0,65570.61,9.0,mobile,North,Regular
20.0,70794.37,5.0,mobile,South,Regular
31.0,67257.12,4.0,desktop,South,Regular
39.0,62489.06,7.0,tablet,North,Regular
19.0,74552.52,8.0,mobile,North,Premium
51.0,32859.63,6.0,mobile,North,Budget
28.0,48587.39,2.0,desktop,East,Regular
25.0,72254.71,4.0,desktop,West,Premium
51.0,41420.32,10.0,desktop,West,Premium
61.0,47092.63,5.0,desktop,West,Regular
69.0,79193.35,5.0,mobile,West,Regular
28.0,85586.4,5.0,desktop,East,Premium
58.0,43850.65,8.0,mobile,North,Regular
54.0,39763.42,9.0,mobile,East,Regular
60.0,,5.0,desktop,North,Regular
26.0,60987.89,5.0,mobile,South,Regular
42.0,42577.42,5.0,desktop,North,Regular
63.0,67362.01,6.0,mobile,West,Regular
47.0,66539.08,4.0,desktop,South,Regular
28.0,57319.77,4.0,mobile,East,Regular
18.0,113102.23,9.0,mobile,South,Premium
56.0,82281.6,5.0,mobile,South,Regular
21.0,71665.09,5.0,desktop,East,Premium
61.0,75748.12,5.0,mobile,South,Regular
52.0,113582.32,7.0,mobile,West,Premium
31.0,77209.07,8.0,mobile,West,Premium
29.0,41750.65,7.0,desktop,East,Regular
22.0,62059.6,5.0,desktop,North,Regular
35.0,57229.72,4.0,tablet,West,Regular
48.0,44715.71,2.0,mobile,South,Budget
33.0,60882.25,5.0,desktop,West,Regular
43.0,60715.95,9.0,desktop,North,Premium
50.0,54721.26,3.0,mobile,West,Regular
42.0,46312.81,3.0,desktop,South,Regular
30.0,72007.27,5.0,desktop,South,Premium
58.0,24642.84,3.0,mobile,East,Budget
55.0,71926.5,10.0,desktop,South,Premium
42.0,56016.28,11.0,mobile,South,Regular
27.0,61199.37,8.0,desktop,South,Premium
43.0,12000.0,10.0,mobile,West,Budget
36.0,88676.76,7.0,mobile,East,Premium
43.0,22010.51,9.0,desktop,South,Regular
24.0,38938.33,5.0,mobile,West,Regular
41.0,68424.21,4.0,mobile,South,Premium
20.0,43991.43,8.0,mobile,South,Regular
39.0,47876.15,7.0,mobile,West,Regular
54.0,12167.83,8.0,mobile,East,Budget
26.0,47312.07,9.0,desktop,North,Premium
24.0,60000.48,5.0,mobile,South,Regular
33.0,69132.43,7.0,mobile,South,Regular
65.0,50242.28,7.0,desktop,West,Regular
31.0,60146.1,10.0,desktop,East,Premium
66.0,64435.47,8.0,mobile,West,Regular
30.0,42675.53,2.0,mobile,West,Budget
20.0,41179.91,9.0,desktop,North,Regular
58.0,94246.64,8.0,mobile,West,Premium
24.0,39221.05,11.0,desktop,South,Premium
23.0,80007.03,2.0,desktop,North,Regular
45.0,57268.89,4.0,desktop,South,Regular
28.0,84717.24,5.0,desktop,West,Premium
49.0,43377.51,4.0,desktop,North,Regular
45.0,66020.77,6.0,tablet,East,Regular
55.0,62373.36,7.0,mobile,South,Budget
34.0,51445.53,9.0,desktop,East,Premium
32.0,61974.75,5.0,mobile,East,Regular
30.0,40846.11,7.0,mobile,East,Regular
56.0,54322.21,5.0,mobile,West,Regular
37.0,48074.95,4.0,mobile,East,Regular
62.0,,5.0,mobile,East,Regular
44.0,54117.87,5.0,mobile,East,Regular
59.0,28613.75,11.0,mobile,North,Regular
53.0,48615.11,5.0,mobile,West,Regular
54.0,53976.98,5.0,mobile,West,Regular
68.0,38203.43,7.0,desktop,North,Regular
41.0,81980.36,5.0,tablet,North,Regular
62.0,63831.23,9.0,desktop,East,Premium
60.0,72419.86,6.0,mobile,East,Regular
40.0,40924.32,3.0,desktop,West,Regular
54.0,48088.24,7.0,desktop,South,Regular
41.0,75668.22,2.0,desktop,North,Regular
52.0,27821.32,7.0,mobile,West,Budget
39.0,63108.93,6.0,tablet,East,Regular
43.0,57658.69,7.0,mobile,South,Regular
30.0,46096.38,5.0,mobile,South,Regular
51.0,57676.92,4.0,tablet,South,Regular
67.0,34801.57,4.0,desktop,West,Budget
36.0,60308.61,10.0,mobile,East,Regular
21.0,32035.1,13.0,mobile,North,Regular
54.0,30860.08,7.0,desktop,North,Regular
28.0,83345.9,5.0,mobile,South,Regular
54.0,42138.87,5.0,desktop,South,Regular
52.0,14415.56,6.0,tablet,West,Budget
67.0,75027.19,7.0,mobile,East,Regular
48.0,40744.06,7.0,mobile,South,Regular
24.0,12000.0,12.0,mobile,East,Regular
32.0,54776.72,4.0,mobile,North,Budget
32.0,74118.29,5.0,desktop,North,Premium
66.0,62816.9,5.0,desktop,West,Regular
62.0,89687.43,6.0,mobile,North,Regular
39.0,53449.83,6.0,mobile,East,Regular
63.0,67673.08,5.0,mobile,West,Regular
49.0,36119.78,5.0,desktop,East,Regular
34.0,59125.18,4.0,desktop,West,Regular
22.0,86003.47,7.0,mobile,East,Premium
65.0,65824.66,6.0,mobile,East,Regular
64.0,59116.42,5.0,mobile,East,Regular
56.0,17068.93,6.0,mobile,East,Budget
23.0,48513.57,4.0,desktop,North,Regular
46.0,30589.25,7.0,mobile,West,Regular
38.0,71203.16,8.0,mobile,South,Regular
53.0,41397.51,4.0,tablet,West,Budget
64.0,63036.13,4.0,desktop,South,Regular
45.0,36228.75,5.0,mobile,West,Budget
67.0,93028.06,2.0,desktop,West,Regular
28.0,32862.26,3.0,mobile,West,Budget
65.0,58637.9,3.0,mobile,East,Regular
63.0,107655.25,5.0,mobile,West,Premium
61.0,60162.69,9.0,mobile,South,Budget
67.0,38760.17,0.0,tablet,South,Budget
30.0,68030.46,2.0,mobile,South,Regular
28.0,75456.76,5.0,desktop,East,Premium
19.0,73076.33,6.0,desktop,North,Regular
57.0,17165.0,5.0,mobile,East,Budget
41.0,60200.64,2.0,mobile,North,Regular
33.0,14055.31,5.0,mobile,West,Budget
21.0,93325.75,5.0,mobile,North,Budget
31.0,57353.05,5.0,mobile,West,Regular
67.0,46864.63,4.0,mobile,North,Budget
21.0,69206.18,9.0,tablet,East,Premium
18.0,65562.14,8.0,desktop,South,Premium
31.0,32590.87,3.0,mobile,East,Budget
34.0,87983.07,7.0,mobile,South,Premium
28.0,51167.76,6.0,mobile,North,Regular
28.0,21278.33,8.0,desktop,West,Regular
46.0,83576.6,4.0,desktop,East,Premium
18.0,86216.07,5.0,mobile,West,Premium
69.0,80732.84,5.0,mobile,North,Regular
43.0,66795.58,1.0,desktop,West,Regular
37.0,38359.19,9.0,desktop,South,Regular
21.0,74481.85,5.0,mobile,North,Regular
28.0,92698.28,7.0,mobile,East,Premium
64.0,72071.43,1.0,mobile,West,Regular
35.0,,3.0,mobile,South,Regular
53.0,40660.06,7.0,tablet,East,Regular
26.0,76136.32,7.0,mobile,South,Premium
37.0,74515.62,3.0,mobile,North,Regular
34.0,26530.48,5.0,desktop,South,Regular
61.0,23834.36,5.0,mobile,South,Budget
38.0,41765.97,5.0,desktop,West,Regular
59.0,57619.38,4.0,mobile,East,Regular
65.0,64976.78,2.0,mobile,North,Regular
34.0,51552.84,1.0,mobile,East,Budget
28.0,54730.24,5.0,mobile,East,Regular
62.0,53788.45,7.0,desktop,South,Regular
66.0,57766.97,6.0,desktop,West,Regular
66.0,67597.42,3.0,desktop,East,Regular
24.0,65855.8,6.0,mobile,South,Regular
50.0,54950.33,4.0,tablet,East,Regular
24.0,61171.47,7.0,desktop,East,Premium
36.0,47100.7,6.0,desktop,West,Regular
39.0,71829.83,7.0,mobile,North,Regular
64.0,46047.48,8.0,desktop,North,Regular
56.0,88581.73,5.0,mobile,South,Regular
67.0,55576.06,9.0,desktop,East,Regular
61.0,61488.71,5.0,desktop,West,Regular
